ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimeintoID
14764,Desgaste,03-09-2024,Abierta,['171-16-3375'],"['MNT-05883', 'MNT-08966']"
14765,Rotura,2024-01-18,Cerrada,['621-26-0983'],['MNT-13197']
14766,Vandalismo,19-06-2024,Cerrada,['048-67-9461'],['MNT-04201']
14767,Desgaste,2024/03/08,Abierta,['610-61-9942'],"['MNT-04430', 'MNT-05793']"
14768,Desgaste,03/04/2024,Cerrada,['308-11-6099'],['MNT-02966']
14769,Desgaste,2024/04/15,Abierta,['849-50-1948'],['MNT-04965']
14770,Mal funcionamiento,10-11-2023,Abierta,['247-78-3092'],['MNT-05340']
14771,Mal funcionamiento,03-10-2024,Cerrada,['629-25-4557'],['MNT-00672']
14772,Mal funcionamiento,26-07-2024,Cerrada,['335-05-6422'],['MNT-05286']
14773,Rotura,02-20-2024,Abierta,['224-93-1554'],['MNT-12208']
14774,Mal funcionamiento,03-11-2024,Cerrada,['560-78-1414'],"['MNT-06120', 'MNT-09733']"
14775,Mal funcionamiento,13/11/2023,Abierta,['762-78-8640'],['MNT-08500']
14776,Rotura,12-06-2023,Cerrada,['432-49-8930'],['MNT-05585']
14777,Desgaste,07/12/2023,Cerrada,['003-70-8335'],"['MNT-04881', 'MNT-10453']"
14778,Mal funcionamiento,26-10-2023,Abierta,['489-34-4322'],['MNT-10303']
14779,Rotura,24/12/2023,Cerrada,['876-12-1072'],['MNT-10701']
14780,Mal funcionamiento,03-15-2024,Abierta,['348-54-8177'],['MNT-07629']
14781,Vandalismo,13-10-2024,Abierta,['459-88-0055'],['MNT-03758']
14782,Rotura,25-07-2024,Abierta,['503-78-3713'],['MNT-00240']
14783,Vandalismo,02/10/2024,Abierta,['786-16-0649'],['MNT-08578']
14784,Rotura,11-06-2023,Cerrada,['101-42-9206'],['MNT-00552']
14785,Mal funcionamiento,2024-09-04,Abierta,['819-41-6194'],['MNT-06860']
14786,Mal funcionamiento,08-30-2024,Cerrada,['100-59-5248'],['MNT-04606']
14787,Mal funcionamiento,2024/05/01,Abierta,['282-54-8488'],['MNT-13884']
14788,Mal funcionamiento,05-14-2024,Cerrada,['886-74-5574'],['MNT-12171']
14789,Rotura,09-08-2024,Abierta,['991-64-9680'],"['MNT-11041', 'MNT-11746']"
14790,Desgaste,2024/06/27,Abierta,['072-80-5935'],['MNT-13902']
14791,Rotura,29-07-2024,Cerrada,['804-88-2061'],['MNT-10802']
14792,Desgaste,16/08/2024,Abierta,['511-73-8319'],['MNT-11568']
14793,Rotura,2023/12/21,Cerrada,['632-59-5263'],['MNT-11208']
14794,Rotura,03-26-2024,Cerrada,['476-46-6159'],['MNT-04176']
14795,Vandalismo,2024-08-01,Cerrada,['928-44-4420'],"['MNT-02867', 'MNT-03816']"
14796,Mal funcionamiento,2024/01/21,Abierta,['525-59-1101'],"['MNT-03551', 'MNT-11904']"
14797,Vandalismo,06/06/2024,Cerrada,['457-16-9133'],['MNT-00720']
14798,Vandalismo,2024-07-09,Cerrada,['211-61-5793'],"['MNT-07817', 'MNT-10144', 'MNT-11646']"
14799,Vandalismo,06-28-2024,Abierta,['876-77-8107'],['MNT-14847']
14800,Mal funcionamiento,2024-01-16,Cerrada,['982-05-4846'],"['MNT-07716', 'MNT-07815', 'MNT-09703']"
14801,Desgaste,2024-01-21,Abierta,['368-20-7251'],['MNT-06643']
14802,Desgaste,2023-10-18,Cerrada,['945-09-8039'],['MNT-11696']
14803,Desgaste,2023-10-31,Cerrada,['047-18-7018'],['MNT-02568']
14804,Vandalismo,2024/06/08,Abierta,['849-22-6816'],['MNT-08602']
14805,Rotura,2024-09-14,Abierta,['213-81-7799'],"['MNT-09004', 'MNT-11974']"
14806,Vandalismo,17/09/2024,Cerrada,['179-81-4070'],"['MNT-04111', 'MNT-05579']"
14807,Mal funcionamiento,2024-06-07,Cerrada,['973-82-8985'],['MNT-02785']
14808,Desgaste,02/06/2024,Cerrada,['374-93-3769'],['MNT-01363']
14809,Mal funcionamiento,10-02-2024,Cerrada,['702-22-9367'],"['MNT-06725', 'MNT-07681']"
14810,Mal funcionamiento,2024/02/15,Abierta,['354-41-2235'],['MNT-10967']
14811,Desgaste,04/01/2024,Abierta,['206-55-0360'],['MNT-06902']
14812,Rotura,21-03-2024,Cerrada,['504-12-3964'],"['MNT-04854', 'MNT-09858']"
14813,Mal funcionamiento,20/09/2024,Cerrada,['566-75-0570'],['MNT-11365']
14814,Vandalismo,2024/02/03,Cerrada,['933-22-7606'],['MNT-12624']
14815,Rotura,25-01-2024,Cerrada,['458-11-0258'],['MNT-08088']
14816,Desgaste,08-10-2024,Abierta,['916-70-5145'],['MNT-12645']
14817,Vandalismo,2024-01-30,Cerrada,['098-87-6854'],"['MNT-05233', 'MNT-07201']"
14818,Rotura,08-01-2024,Cerrada,['753-91-6479'],"['MNT-04050', 'MNT-14267']"
14819,Desgaste,23-05-2024,Abierta,['463-67-1124'],['MNT-03177']
14820,Mal funcionamiento,23/11/2023,Abierta,['290-93-6924'],"['MNT-03136', 'MNT-13138']"
14821,Desgaste,02-26-2024,Abierta,['329-19-9408'],"['MNT-13534', 'MNT-14280']"
14822,Mal funcionamiento,11-10-2024,Abierta,['896-64-0400'],['MNT-07901']
14823,Desgaste,27-07-2024,Abierta,['480-76-1181'],['MNT-06753']
14824,Mal funcionamiento,25/12/2023,Cerrada,['613-36-3102'],['MNT-10959']
14825,Desgaste,01-01-2024,Abierta,['905-67-2387'],['MNT-11071']
14826,Rotura,2024-05-15,Abierta,['788-84-5408'],['MNT-07211']
14827,Vandalismo,2024-07-05,Cerrada,['761-02-7626'],"['MNT-04183', 'MNT-06474', 'MNT-13565']"
14828,Desgaste,2024/04/09,Abierta,['118-25-4576'],['MNT-13602']
14829,Vandalismo,2024/06/20,Cerrada,['103-43-6421'],['MNT-11065']
14830,Rotura,18-08-2024,Abierta,['576-43-7098'],['MNT-09027']
14831,Vandalismo,16-06-2024,Cerrada,['811-64-3639'],['MNT-07265']
14832,Vandalismo,2023-12-11,Abierta,['628-73-9187'],['MNT-08150']
14833,Rotura,26/10/2023,Cerrada,['689-52-6483'],"['MNT-01146', 'MNT-09205']"
14834,Rotura,18/03/2024,Abierta,['814-59-9543'],['MNT-11731']
14835,Vandalismo,02-02-2024,Cerrada,['883-00-7201'],['MNT-13443']
14836,Desgaste,2024-09-13,Abierta,['933-82-3594'],['MNT-00880']
14837,Rotura,2024-08-03,Abierta,['427-20-2669'],['MNT-04447']
14838,Desgaste,2024/07/04,Cerrada,['237-49-8272'],['MNT-14946']
14839,Mal funcionamiento,2024-10-02,Cerrada,['814-96-9086'],['MNT-03615']
14840,Rotura,07/09/2024,Cerrada,['377-12-0346'],"['MNT-03175', 'MNT-14314']"
14841,Mal funcionamiento,08-29-2024,Abierta,['076-53-2319'],['MNT-12647']
14842,Mal funcionamiento,18-12-2023,Abierta,['724-02-9585'],['MNT-02719']
14843,Mal funcionamiento,12-22-2023,Cerrada,['565-05-1724'],['MNT-13169']
14844,Rotura,2024-08-01,Cerrada,['640-45-5160'],"['MNT-03613', 'MNT-11926']"
14845,Rotura,03-18-2024,Abierta,['051-56-8426'],['MNT-09956']
14846,Desgaste,10-17-2023,Cerrada,['498-89-1313'],"['MNT-09432', 'MNT-11928']"
14847,Mal funcionamiento,01-01-2024,Cerrada,['303-92-1608'],['MNT-02713']
14848,Mal funcionamiento,05-07-2024,Abierta,['083-15-4918'],['MNT-06387']
14849,Desgaste,2024-07-25,Abierta,['577-27-7040'],"['MNT-02350', 'MNT-14560']"
14850,Mal funcionamiento,25/09/2024,Abierta,['883-04-3387'],['MNT-02643']
14851,Rotura,08-18-2024,Cerrada,['203-07-2615'],['MNT-01878']
14852,Desgaste,10/10/2024,Abierta,['448-99-2941'],['MNT-11713']
14853,Vandalismo,2024/03/17,Abierta,['683-43-2780'],['MNT-00614']
14854,Vandalismo,2024/08/28,Cerrada,['253-48-1970'],['MNT-05038']
14855,Rotura,2024/01/08,Cerrada,['190-91-6546'],['MNT-12844']
14856,Mal funcionamiento,24-05-2024,Abierta,['944-19-2500'],"['MNT-00580', 'MNT-02845']"
14857,Desgaste,2024-10-13,Cerrada,['813-85-6203'],['MNT-01136']
14858,Vandalismo,04-08-2024,Cerrada,['235-07-0345'],['MNT-12063']
14859,Mal funcionamiento,05-10-2024,Cerrada,['424-08-7140'],['MNT-06699']
14860,Mal funcionamiento,2024/06/25,Abierta,['812-05-8937'],['MNT-11485']
14861,Mal funcionamiento,11/08/2024,Cerrada,['055-18-5579'],['MNT-11867']
14862,Rotura,2024/04/25,Cerrada,['895-86-0605'],"['MNT-06156', 'MNT-14960']"
14863,Rotura,20-07-2024,Cerrada,['773-66-9625'],['MNT-06715']
14864,Mal funcionamiento,23-01-2024,Abierta,['992-92-5227'],['MNT-14723']
14865,Vandalismo,04-04-2024,Abierta,['850-55-0619'],['MNT-05677']
14866,Rotura,04-11-2023,Cerrada,['038-48-5252'],['MNT-13732']
14867,Mal funcionamiento,2023/11/03,Cerrada,['155-88-3611'],"['MNT-07423', 'MNT-14593']"
14868,Vandalismo,2024/06/12,Cerrada,['616-50-4285'],['MNT-07156']
14869,Desgaste,2024-02-15,Abierta,['865-23-6310'],['MNT-05117']
14870,Vandalismo,20-11-2023,Cerrada,['926-08-2337'],"['MNT-00470', 'MNT-07440']"
14871,Mal funcionamiento,07-12-2024,Cerrada,['989-21-3445'],['MNT-01922']
14872,Rotura,2024/05/26,Abierta,['984-76-8184'],['MNT-08361']
14873,Vandalismo,04-01-2024,Cerrada,['282-04-0880'],['MNT-10431']
14874,Rotura,03-11-2024,Cerrada,['847-44-2878'],"['MNT-02112', 'MNT-11757']"
14875,Desgaste,10-22-2023,Abierta,['607-71-5564'],['MNT-00424']
14876,Mal funcionamiento,14/01/2024,Cerrada,['388-51-4492'],['MNT-11622']
14877,Desgaste,05-29-2024,Cerrada,['445-96-4233'],['MNT-07121']
14878,Desgaste,2023-12-08,Cerrada,['072-55-1334'],['MNT-13043']
14879,Rotura,2023/11/16,Abierta,['384-19-6307'],"['MNT-09630', 'MNT-14472']"
14880,Mal funcionamiento,2024/03/23,Abierta,['912-31-6154'],['MNT-13156']
14881,Desgaste,09-09-2024,Abierta,['511-50-7254'],"['MNT-02974', 'MNT-09798']"
14882,Vandalismo,2023/11/02,Cerrada,['237-65-0396'],"['MNT-01470', 'MNT-06436']"
14883,Desgaste,11/11/2023,Abierta,['338-96-0663'],"['MNT-04276', 'MNT-05551']"
14884,Desgaste,15/06/2024,Cerrada,['278-32-5406'],['MNT-02944']
14885,Vandalismo,2024-07-20,Cerrada,['837-11-1148'],['MNT-06778']
14886,Vandalismo,11-09-2023,Cerrada,['444-94-0036'],['MNT-12263']
14887,Vandalismo,08/08/2024,Abierta,['606-83-4819'],['MNT-04270']
14888,Vandalismo,2024/09/21,Abierta,['231-90-0004'],['MNT-09813']
14889,Rotura,2024-08-11,Abierta,['088-66-4141'],['MNT-07142']
14890,Desgaste,31/10/2023,Abierta,['569-19-0627'],"['MNT-11129', 'MNT-12044']"
14891,Desgaste,28-07-2024,Abierta,['762-94-3000'],['MNT-14606']
14892,Mal funcionamiento,09-02-2024,Cerrada,['048-12-8714'],['MNT-13853']
14893,Vandalismo,01-20-2024,Cerrada,['662-10-8797'],['MNT-10870']
14894,Mal funcionamiento,10-26-2023,Cerrada,['854-56-1043'],['MNT-03543']
14895,Desgaste,2023-11-18,Cerrada,['303-80-7627'],['MNT-10273']
14896,Desgaste,2024/05/25,Abierta,['312-88-4777'],['MNT-10448']
14897,Rotura,08-05-2024,Abierta,['936-38-3752'],"['MNT-01410', 'MNT-13661']"
14898,Vandalismo,21-01-2024,Cerrada,['157-90-8797'],['MNT-08837']
14899,Rotura,26-11-2023,Cerrada,['691-46-8188'],['MNT-04038']
14900,Mal funcionamiento,2023-10-31,Abierta,['020-51-3870'],['MNT-02058']
14901,Rotura,02-28-2024,Cerrada,['781-22-2463'],['MNT-10503']
14902,Mal funcionamiento,25-08-2024,Cerrada,['119-34-3611'],['MNT-02364']
14903,Mal funcionamiento,08/01/2024,Abierta,['487-50-7518'],"['MNT-00603', 'MNT-09912']"
14904,Vandalismo,02/08/2024,Cerrada,['329-29-2821'],"['MNT-04496', 'MNT-05098']"
14905,Desgaste,2024-07-01,Cerrada,['336-13-6225'],['MNT-06623']
14906,Mal funcionamiento,2023/10/31,Cerrada,['059-74-4036'],"['MNT-08916', 'MNT-11687']"
14907,Rotura,19/05/2024,Abierta,['347-19-1470'],"['MNT-06576', 'MNT-14804']"
14908,Vandalismo,30-04-2024,Abierta,['712-83-9197'],['MNT-02860']
14909,Vandalismo,2024/05/03,Cerrada,['962-81-4766'],['MNT-10765']
14910,Rotura,2023-11-08,Cerrada,['861-09-3250'],"['MNT-07575', 'MNT-11433']"
14911,Vandalismo,30/01/2024,Cerrada,['247-99-5949'],"['MNT-02528', 'MNT-04445']"
14912,Mal funcionamiento,2024/01/31,Cerrada,['009-47-6999'],['MNT-02285']
14913,Mal funcionamiento,30/09/2024,Cerrada,['151-14-3672'],"['MNT-05785', 'MNT-07237']"
14914,Rotura,24/04/2024,Cerrada,['075-20-1956'],['MNT-03929']
14915,Mal funcionamiento,18/08/2024,Cerrada,['750-65-5740'],['MNT-03562']
14916,Vandalismo,05-28-2024,Abierta,['092-48-7978'],['MNT-07860']
14917,Mal funcionamiento,2024/07/09,Abierta,['161-47-8115'],['MNT-12321']
14918,Vandalismo,05-11-2024,Cerrada,['314-68-4227'],['MNT-05870']
14919,Desgaste,27/07/2024,Abierta,['686-58-8985'],['MNT-06195']
14920,Desgaste,2024/06/09,Abierta,['004-89-2835'],"['MNT-06243', 'MNT-12984']"
14921,Rotura,10-10-2024,Abierta,['487-74-3507'],"['MNT-00257', 'MNT-10108']"
14922,Rotura,10-30-2023,Cerrada,['934-51-4652'],['MNT-09776']
14923,Rotura,2024/01/20,Abierta,['923-24-4812'],['MNT-14050']
14924,Vandalismo,08-10-2024,Cerrada,['688-71-6997'],['MNT-09558']
14925,Desgaste,08/06/2024,Abierta,['675-66-8386'],['MNT-04298']
14926,Mal funcionamiento,09/03/2024,Cerrada,['285-36-1423'],['MNT-00651']
14927,Rotura,14-08-2024,Cerrada,['226-24-6900'],['MNT-06822']
14928,Vandalismo,2024-07-31,Cerrada,['854-91-9991'],"['MNT-02333', 'MNT-04246']"
14929,Mal funcionamiento,2023/11/19,Cerrada,['139-48-7404'],['MNT-04463']
14930,Vandalismo,08-04-2024,Abierta,['936-70-2917'],['MNT-01476']
14931,Mal funcionamiento,11-06-2024,Cerrada,['879-16-8551'],['MNT-02954']
14932,Vandalismo,04/05/2024,Abierta,['866-09-1658'],['MNT-07756']
14933,Vandalismo,27-08-2024,Cerrada,['099-96-8007'],['MNT-00118']
14934,Mal funcionamiento,2024-04-28,Cerrada,['170-19-1858'],"['MNT-07469', 'MNT-08804', 'MNT-12571']"
14935,Vandalismo,08-03-2024,Abierta,['540-98-7795'],"['MNT-08851', 'MNT-10761']"
14936,Mal funcionamiento,14-04-2024,Abierta,['367-48-3813'],['MNT-04688']
14937,Mal funcionamiento,2024-01-15,Cerrada,['416-47-1828'],['MNT-14630']
14938,Mal funcionamiento,2024-01-09,Cerrada,['592-90-2070'],['MNT-08706']
14939,Desgaste,19-09-2024,Abierta,['903-83-7400'],['MNT-06647']
14940,Rotura,13-12-2023,Abierta,['505-93-4655'],['MNT-12577']
14941,Vandalismo,2023/11/07,Cerrada,['439-45-3025'],['MNT-02786']
14942,Vandalismo,2024-08-28,Cerrada,['384-27-7372'],['MNT-09606']
14943,Rotura,30-03-2024,Cerrada,['856-82-9520'],['MNT-12193']
14944,Mal funcionamiento,2024/08/11,Abierta,['606-44-5841'],['MNT-13741']
14945,Vandalismo,20/05/2024,Abierta,['795-61-3398'],['MNT-04921']
14946,Vandalismo,2024-08-26,Cerrada,['860-54-4231'],['MNT-09019']
14947,Vandalismo,02-17-2024,Abierta,['261-68-0640'],['MNT-03527']
14948,Mal funcionamiento,12-10-2023,Abierta,['365-43-3964'],['MNT-06653']
14949,Desgaste,06-30-2024,Cerrada,['150-17-1709'],['MNT-13439']
14950,Mal funcionamiento,2024-02-28,Abierta,['889-34-2169'],['MNT-09734']
14951,Vandalismo,02-10-2024,Abierta,['516-54-5377'],['MNT-14672']
14952,Mal funcionamiento,05-11-2024,Cerrada,['759-62-0222'],"['MNT-12948', 'MNT-14388']"
14953,Vandalismo,26-04-2024,Abierta,['817-99-7635'],['MNT-14514']
14954,Mal funcionamiento,06-02-2024,Abierta,['453-34-0067'],"['MNT-01737', 'MNT-05394', 'MNT-06911', 'MNT-07752']"
14955,Rotura,2024-04-13,Cerrada,['142-15-9283'],['MNT-09880']
14956,Desgaste,15-06-2024,Abierta,['683-79-1705'],['MNT-13962']
14957,Vandalismo,07-15-2024,Abierta,['665-09-1249'],"['MNT-00006', 'MNT-07509']"
14958,Desgaste,2023/12/25,Abierta,['089-77-8486'],['MNT-06269']
14959,Vandalismo,13-12-2023,Abierta,['580-61-8826'],['MNT-00942']
14960,Mal funcionamiento,03-18-2024,Abierta,['463-54-6968'],['MNT-05746']
14961,Rotura,02-04-2024,Cerrada,['801-59-5639'],"['MNT-05213', 'MNT-07387']"
14962,Vandalismo,2024/09/30,Cerrada,['094-28-9871'],"['MNT-05107', 'MNT-07297']"
14963,Vandalismo,19/05/2024,Abierta,['549-28-7386'],['MNT-08957']
14964,Mal funcionamiento,03-01-2024,Abierta,['274-25-9874'],['MNT-01090']
14965,Vandalismo,10-12-2023,Cerrada,['553-75-4170'],"['MNT-01517', 'MNT-08903']"
14966,Rotura,04-11-2024,Cerrada,['931-94-7141'],"['MNT-06711', 'MNT-12025']"
14967,Desgaste,17-06-2024,Cerrada,['305-03-4159'],"['MNT-06268', 'MNT-12882']"
14968,Desgaste,12-18-2023,Abierta,['459-87-6188'],['MNT-14475']
14969,Mal funcionamiento,19/11/2023,Cerrada,['871-04-5232'],"['MNT-06632', 'MNT-09170']"
14970,Mal funcionamiento,08-22-2024,Abierta,['525-06-9350'],['MNT-00509']
14971,Rotura,2024-02-23,Abierta,['488-91-5254'],['MNT-12718']
14972,Vandalismo,08-31-2024,Cerrada,['784-50-2421'],"['MNT-09481', 'MNT-11807']"
14973,Desgaste,2024-09-26,Cerrada,['361-35-1201'],['MNT-14722']
14974,Mal funcionamiento,2024-06-09,Abierta,['775-91-2714'],"['MNT-01553', 'MNT-09908']"
14975,Mal funcionamiento,2024-06-08,Abierta,['148-42-3313'],"['MNT-00075', 'MNT-06938']"
14976,Vandalismo,08/04/2024,Cerrada,['010-34-1616'],"['MNT-00885', 'MNT-07123']"
14977,Vandalismo,08/11/2023,Cerrada,['610-80-2742'],['MNT-13374']
14978,Vandalismo,2023/12/24,Cerrada,['796-72-6510'],['MNT-12439']
14979,Desgaste,2024-02-24,Cerrada,['891-23-4784'],"['MNT-11825', 'MNT-13298']"
14980,Rotura,2024/07/06,Abierta,['622-21-8608'],['MNT-11447']
14981,Desgaste,2024/06/25,Abierta,['745-64-4453'],"['MNT-06718', 'MNT-06841']"
14982,Rotura,2024/05/14,Abierta,['920-23-4956'],"['MNT-00317', 'MNT-02278']"
14983,Desgaste,2024/06/27,Abierta,['250-90-6009'],['MNT-08293']
14984,Mal funcionamiento,2024-06-19,Abierta,['712-58-6097'],"['MNT-02626', 'MNT-13223']"
14985,Vandalismo,2024/08/21,Abierta,['992-56-4751'],['MNT-05392']
14986,Rotura,17-02-2024,Cerrada,['204-05-3358'],['MNT-04458']
14987,Vandalismo,2024/06/03,Cerrada,['059-19-5229'],"['MNT-08190', 'MNT-09211']"
14988,Desgaste,2024/01/11,Cerrada,['401-81-8428'],['MNT-02502']
14989,Mal funcionamiento,2024/02/17,Cerrada,['699-67-7414'],['MNT-11571']
14990,Vandalismo,09-30-2024,Abierta,['459-65-2279'],['MNT-02041']
14991,Rotura,05-14-2024,Abierta,['418-12-6759'],"['MNT-07963', 'MNT-08810']"
14992,Desgaste,05-02-2024,Abierta,['002-11-3118'],['MNT-00749']
14993,Mal funcionamiento,28-01-2024,Cerrada,['310-13-7816'],['MNT-12538']
14994,Mal funcionamiento,2024/05/25,Abierta,['942-32-2991'],['MNT-01642']
14995,Desgaste,21-03-2024,Abierta,['215-82-6450'],['MNT-13953']
14996,Rotura,09-02-2024,Abierta,['813-67-2248'],['MNT-02182']
14997,Mal funcionamiento,15-06-2024,Abierta,['214-57-2154'],['MNT-14227']
14998,Rotura,12/07/2024,Abierta,['745-19-4948'],"['MNT-06192', 'MNT-11060']"
14999,Desgaste,2024/02/12,Cerrada,['387-74-9697'],['MNT-12022']
15000,Vandalismo,14-05-2024,Abierta,['163-93-7696'],"['MNT-00060', 'MNT-01615']"
15001,Mal funcionamiento,2023-11-26,Cerrada,['252-91-1789'],['MNT-07112']
15002,Mal funcionamiento,17-07-2024,Cerrada,['839-10-0643'],['MNT-09126']
15003,Rotura,09-03-2024,Cerrada,['548-97-6475'],['MNT-03871']
15004,Mal funcionamiento,2024/08/18,Abierta,['879-74-6355'],['MNT-02339']
15005,Mal funcionamiento,2024-02-25,Cerrada,['392-32-3808'],['MNT-05871']
15006,Mal funcionamiento,07-19-2024,Cerrada,['900-78-2881'],['MNT-11488']
15007,Vandalismo,09-07-2024,Cerrada,['369-88-2626'],['MNT-12023']
15008,Rotura,04-10-2024,Abierta,['178-54-7373'],"['MNT-11443', 'MNT-12271']"
15009,Rotura,2024-06-05,Cerrada,['660-99-4949'],['MNT-06255']
15010,Mal funcionamiento,21/06/2024,Cerrada,['700-87-8969'],"['MNT-01350', 'MNT-12477']"
15011,Vandalismo,22/04/2024,Cerrada,['612-87-1303'],['MNT-04044']
15012,Mal funcionamiento,2024/01/12,Abierta,['685-80-8802'],"['MNT-02043', 'MNT-10060']"
15013,Rotura,08-03-2024,Abierta,['338-32-5006'],"['MNT-01640', 'MNT-03120']"
15014,Desgaste,11-21-2023,Abierta,['785-66-0054'],"['MNT-09342', 'MNT-12371']"
15015,Mal funcionamiento,07-28-2024,Abierta,['460-52-8177'],['MNT-00518']
15016,Mal funcionamiento,2024-07-13,Abierta,['886-16-2633'],['MNT-11588']
15017,Rotura,2023/12/12,Abierta,['940-46-4283'],"['MNT-05460', 'MNT-07271']"
15018,Vandalismo,2023-12-30,Cerrada,['356-69-5085'],"['MNT-06702', 'MNT-13553']"
15019,Mal funcionamiento,2023/12/14,Abierta,['411-05-2366'],['MNT-01443']
15020,Mal funcionamiento,08/07/2024,Abierta,['804-36-5589'],['MNT-06275']
15021,Vandalismo,06-09-2024,Abierta,['037-66-6567'],['MNT-13092']
15022,Mal funcionamiento,08-10-2024,Abierta,['709-36-6496'],"['MNT-00217', 'MNT-14632']"
15023,Vandalismo,08-17-2024,Cerrada,['715-86-9644'],['MNT-08549']
15024,Vandalismo,01-10-2024,Abierta,['629-96-1485'],"['MNT-03757', 'MNT-14082']"
15025,Mal funcionamiento,2024/03/29,Abierta,['407-26-7535'],['MNT-07982']
15026,Mal funcionamiento,15-03-2024,Cerrada,['020-00-9300'],['MNT-10829']
15027,Mal funcionamiento,05-31-2024,Abierta,['717-87-3608'],['MNT-05048']
15028,Vandalismo,02/02/2024,Abierta,['250-90-6009'],['MNT-06476']
15029,Mal funcionamiento,15-01-2024,Cerrada,['096-41-2423'],['MNT-00474']
15030,Mal funcionamiento,03/10/2024,Cerrada,['234-49-2599'],['MNT-08141']
15031,Mal funcionamiento,08-16-2024,Abierta,['704-66-9982'],"['MNT-02611', 'MNT-14049']"
15032,Desgaste,2024/04/04,Abierta,['884-62-3372'],"['MNT-08247', 'MNT-11804', 'MNT-12684']"
15033,Rotura,16-03-2024,Cerrada,['448-62-2859'],['MNT-14475']
15034,Rotura,07-05-2024,Abierta,['956-47-2791'],['MNT-11977']
15035,Mal funcionamiento,2024/01/14,Abierta,['511-50-7254'],['MNT-04965']
15036,Vandalismo,08-24-2024,Cerrada,['446-98-1528'],['MNT-10462']
15037,Desgaste,18/09/2024,Cerrada,['772-60-8599'],['MNT-08736']
15038,Desgaste,04/11/2023,Abierta,['588-85-1000'],['MNT-07747']
15039,Rotura,2024/02/02,Abierta,['642-31-1706'],['MNT-06550']
15040,Vandalismo,2024-09-29,Abierta,['151-50-0306'],['MNT-12406']
15041,Rotura,04/07/2024,Abierta,['889-34-2169'],"['MNT-04335', 'MNT-10971']"
15042,Mal funcionamiento,2023/10/20,Abierta,['772-73-9176'],['MNT-13865']
15043,Vandalismo,2024/09/27,Cerrada,['105-10-4121'],['MNT-10017']
15044,Mal funcionamiento,2024-10-01,Cerrada,['942-87-8013'],['MNT-01619']
15045,Mal funcionamiento,25/06/2024,Cerrada,['649-91-9534'],['MNT-07944']
15046,Rotura,15-06-2024,Cerrada,['231-57-5994'],['MNT-14146']
15047,Mal funcionamiento,04-05-2024,Abierta,['103-30-3474'],['MNT-11004']
15048,Desgaste,04-22-2024,Cerrada,['200-55-4404'],['MNT-14236']
15049,Rotura,21-10-2023,Abierta,['355-12-4593'],['MNT-02550']
15050,Mal funcionamiento,2024/09/06,Abierta,['498-67-7627'],"['MNT-03757', 'MNT-14082']"
15051,Mal funcionamiento,23/08/2024,Cerrada,['276-73-9079'],['MNT-01556']
15052,Vandalismo,03-22-2024,Abierta,['337-89-3678'],"['MNT-07599', 'MNT-13703']"
15053,Mal funcionamiento,10-06-2024,Abierta,['707-64-6476'],['MNT-10717']
15054,Desgaste,2024/04/30,Cerrada,['820-31-3969'],['MNT-06643']
15055,Rotura,31-01-2024,Cerrada,['735-84-5629'],['MNT-06406']
15056,Desgaste,13/02/2024,Cerrada,['346-49-3098'],['MNT-07513']
15057,Rotura,23-10-2023,Cerrada,['323-46-9590'],['MNT-11393']
15058,Rotura,2024/02/27,Cerrada,['327-90-7090'],['MNT-11432']
15059,Desgaste,07-22-2024,Abierta,['675-84-5869'],['MNT-06526']
15060,Vandalismo,14/03/2024,Abierta,['825-30-9012'],['MNT-10024']
15061,Rotura,16/06/2024,Abierta,['053-48-2679'],['MNT-03007']
15062,Vandalismo,08-18-2024,Cerrada,['669-26-5051'],"['MNT-06657', 'MNT-12890']"
15063,Mal funcionamiento,2024/06/13,Abierta,['278-34-1519'],['MNT-11977']
15064,Desgaste,2023-11-12,Cerrada,['611-76-9829'],['MNT-07160']
15065,Rotura,2023/10/31,Abierta,['832-46-5408'],['MNT-14570']
15066,Vandalismo,29/09/2024,Abierta,['584-48-0486'],"['MNT-02942', 'MNT-06897']"
15067,Desgaste,2024/07/22,Abierta,['636-19-2267'],['MNT-00582']
15068,Rotura,10-12-2023,Cerrada,['191-11-0895'],['MNT-02728']
15069,Rotura,02-08-2024,Abierta,['826-15-3867'],['MNT-07470']
15070,Desgaste,2023/11/22,Abierta,['198-91-4660'],['MNT-08553']
15071,Vandalismo,05-10-2024,Cerrada,['400-04-9068'],['MNT-01139']
15072,Desgaste,30-12-2023,Cerrada,['206-31-8058'],['MNT-04082']
15073,Desgaste,05/01/2024,Cerrada,['663-84-7543'],"['MNT-08817', 'MNT-10440']"
15074,Vandalismo,2024-03-19,Abierta,['505-50-1125'],"['MNT-03716', 'MNT-14718']"
15075,Rotura,2024-08-01,Cerrada,['215-07-8885'],"['MNT-13178', 'MNT-14763']"
15076,Rotura,2024-06-28,Cerrada,['913-50-9579'],['MNT-10602']
15077,Desgaste,2024-08-14,Cerrada,['014-97-2359'],['MNT-03727']
15078,Mal funcionamiento,2024/10/03,Cerrada,['693-97-3239'],"['MNT-00463', 'MNT-01317', 'MNT-01738']"
15079,Desgaste,2024/08/08,Abierta,['546-06-9283'],"['MNT-01003', 'MNT-09563']"
